County,State,Population 18 to 24 years,Less than high school graduate (Population 18 to 24 years),High school graduate (Population 18 to 24 years),Some college or associate's degree (Population 18 to 24 years),Bachelor's degree or higher (Population 18 to 24 years),Population 25 years and over,Less than 9th grade (Population 25 years and over),9th to 12th grade (Population 25 years and over),High school graduate (Population 25 years and over),Some college no degree (Population 25 years and over),Associate's degree (Population 25 years and over),Bachelor's degree (Population 25 years and over),Graduate or professional degree (Population 25 years and over),Percent high school graduate or higher (Population 25 years and over),Percent bachelor's degree or higher (Population 25 years and over),Population 25 to 34 years,High school graduate or higher (Population 25 to 34 years),Bachelor's degree or higher (Population 25 to 34 years),Population 35 to 44 years,High school graduate or higher (Population 35 to 44 years),Bachelor's degree or higher (Population 35 to 44 years),Population 45 to 64 years,High school graduate or higher (Population 45 to 64 years),Bachelor's degree or higher (Population 45 to 64 years),Population 65 and over,High school graduate or higher (Population 65 and over),Bachelor's degree or higher (Population 65 and over),Less than high school grad poverty rate (age 25+),High school grad poverty rate (age 25+),Some college or associate's degree poverty rate (age 25+),Bachelor's degree or higher poverty rate (age 25+),Population 25 years and over with earnings median earnings,Less than high school grad median earnings,High school grad median earnings,Some college or associate's degree median earnings,Bachelor's degree median earnings,Graduate or professional degree median earnings,FID
Texas,Terrell,7,0,7,0,0,779,70,45,175,290,23,149,27,664,176,93,93,16,88,87,18,288,212,22,310,272,120,0.0%,13.7%,0.0%,10.8%,"32,247","18,800","26,875","32,140","68,750",-,2518
Texas,Terry,"1,170",282,473,405,10,"7,827","1,241","1,129","2,369","1,872",311,660,245,"5,457",905,"1,749","1,183",74,"1,541","1,202",242,"2,667","1,912",394,"1,870","1,160",195,20.6%,13.6%,8.3%,2.3%,"29,802","25,046","27,213","40,153","33,393","36,316",2522
Texas,Throckmorton,128,15,63,50,0,"1,067",75,64,399,213,78,156,82,928,238,159,159,32,98,70,39,425,363,110,385,336,57,43.9%,12.0%,18.9%,7.1%,"29,875","18,482","49,167","23,942","31,167","54,671",2525
Texas,Titus,"3,234",500,"1,509","1,117",108,"19,986","2,340","2,023","7,086","3,540","1,648","2,429",920,"15,623","3,349","4,015","3,441",654,"3,705","2,599",621,"7,625","6,107","1,020","4,641","3,476","1,054",18.7%,11.7%,12.2%,6.7%,"31,924","26,736","29,662","31,995","46,080","57,984",2531
Texas,Tom Green,"14,224","1,263","4,292","7,733",936,"76,229","4,113","6,266","22,156","19,078","5,557","12,726","6,333","65,850","19,059","18,112","16,554","4,623","13,899","12,513","4,094","25,824","21,605","6,115","18,394","15,178","4,227",15.6%,12.8%,9.5%,2.3%,"35,028","25,064","30,318","36,660","44,284","58,849",2536
Texas,Travis,"114,315","11,138","26,768","54,619","21,790","865,926","46,228","38,106","136,213","152,022","47,111","280,975","165,271","781,592","446,246","251,805","235,034","140,125","200,678","178,060","105,283","290,397","259,795","143,816","123,046","108,703","57,022",21.9%,13.3%,8.1%,4.8%,"48,896","25,826","31,844","41,271","59,138","77,264",2543
Texas,Trinity,"1,002",127,459,374,42,"10,736",691,"1,181","3,837","2,859",703,"1,046",419,"8,864","1,465","1,232",928,104,"1,321","1,101",132,"4,257","3,712",690,"3,926","3,123",539,26.6%,18.9%,7.1%,7.6%,"35,191","26,674","26,567","36,956","45,408","50,833",2553
Texas,Tyler,"2,102",680,959,395,68,"15,285",877,"1,979","6,371","3,270",611,"1,606",571,"12,429","2,177","2,731","2,173",417,"2,325","1,753",314,"5,493","4,662",766,"4,736","3,841",680,26.8%,15.9%,10.4%,2.6%,"36,452","30,587","29,043","40,338","50,813","52,875",2560
Texas,Upshur,"3,351",408,"1,340","1,345",258,"28,133","1,263","2,462","9,828","6,889","2,560","3,552","1,579","24,408","5,131","4,524","3,899",795,"4,865","4,167",955,"11,210","9,888","1,711","7,534","6,454","1,670",21.5%,16.1%,10.9%,3.1%,"37,076","30,820","31,064","38,760","40,994","44,963",2566
Texas,Upton,244,26,141,48,29,"2,347",270,244,891,531,82,229,100,"1,833",329,279,270,51,571,516,57,955,761,114,542,286,107,14.0%,7.6%,11.5%,2.5%,"40,125","30,417","27,083","46,625","61,957","49,063",2572
Texas,Uvalde,"2,941",605,949,"1,096",291,"16,776","2,378","1,670","4,960","3,000","1,507","2,432",829,"12,728","3,261","3,599","2,967",929,"2,982","2,580",562,"5,666","4,383","1,156","4,529","2,798",614,29.3%,18.5%,14.7%,1.1%,"27,432","15,878","25,145","26,242","45,583","55,918",2576
Texas,Val Verde,"5,416","1,110","1,794","1,856",656,"29,717","5,833","3,077","7,287","5,983","1,855","3,694","1,988","20,807","5,682","7,190","5,976","1,738","5,751","4,645","1,453","9,767","6,637","1,424","7,009","3,549","1,067",24.6%,18.4%,14.4%,4.2%,"30,372","18,693","25,973","30,993","43,521","61,063",2582
Texas,Van Zandt,"4,198",605,"2,243","1,091",259,"38,832","2,079","3,629","12,815","10,760","3,423","4,562","1,564","33,124","6,126","6,025","5,128",711,"6,311","5,540","1,074","15,097","12,970","2,423","11,399","9,486","1,918",22.9%,10.2%,8.4%,6.4%,"38,106","27,518","36,217","38,034","44,101","55,536",2586
Texas,Victoria,"8,318","1,423","2,964","3,474",457,"60,373","4,217","5,807","18,419","14,651","5,860","7,865","3,554","50,349","11,419","12,687","10,850","2,738","11,299","10,166","2,015","21,540","17,967","3,903","14,847","11,366","2,763",21.3%,15.5%,7.4%,4.2%,"36,220","23,140","30,035","40,086","48,769","65,229",2595
Texas,Walker,"14,911",619,"3,287","10,075",930,"46,704","2,801","3,750","18,642","9,819","2,810","6,135","2,747","40,153","8,882","10,082","9,245","1,813","9,694","8,532","1,567","17,613","14,299","3,005","9,315","8,077","2,497",18.3%,17.0%,10.2%,5.0%,"35,887","24,588","30,223","36,265","41,977","51,767",2603
Texas,Waller,"10,916",948,"3,027","6,372",569,"29,797","2,269","2,130","9,383","7,668","1,500","4,560","2,287","25,398","6,847","6,433","6,050","1,484","5,709","4,631","1,666","11,321","9,455","2,500","6,334","5,262","1,197",16.9%,13.4%,7.9%,3.1%,"41,442","30,401","37,511","41,374","50,664","86,856",2606
Texas,Ward,"1,029",264,531,179,55,"7,369",812,695,"2,690","1,859",463,671,179,"5,862",850,"1,570","1,386",184,"1,609","1,409",195,"2,593","2,007",208,"1,597","1,060",263,24.8%,12.9%,5.2%,2.7%,"42,777","23,906","31,213","50,671","51,715","90,484",2610
Texas,Washington,"4,073",401,"1,331","2,086",255,"23,589","1,358","1,585","7,314","4,889","1,817","4,302","2,324","20,646","6,626","3,187","2,916",929,"3,654","3,357",955,"9,178","7,991","2,289","7,570","6,382","2,453",19.6%,7.3%,10.0%,2.9%,"37,232","26,143","32,093","32,891","49,148","62,889",2613
Texas,Webb,"31,391","4,957","11,388","13,542","1,504","153,079","26,526","22,226","37,611","26,687","11,307","20,488","8,234","104,327","28,722","37,322","30,203","6,713","34,994","25,098","7,903","54,948","36,406","10,628","25,815","12,620","3,478",32.5%,20.1%,12.3%,5.2%,"30,750","20,065","27,206","33,081","49,946","65,711",2616
Texas,Wharton,"3,925","1,106","1,081","1,627",111,"26,876","2,394","2,969","7,814","6,140","2,514","3,427","1,618","21,513","5,045","4,914","4,269",778,"4,890","3,763",710,"9,998","8,261","2,035","7,074","5,220","1,522",21.9%,14.9%,8.6%,3.9%,"37,218","26,914","36,962","32,951","54,019","60,573",2618
Texas,Wheeler,359,96,142,104,17,"3,507",266,439,"1,075",873,319,416,119,"2,802",535,611,519,110,596,419,115,"1,288","1,051",132,"1,012",813,178,36.0%,11.2%,4.5%,0.9%,"32,155","22,234","29,440","35,195","44,138","48,182",2623
Texas,Wichita,"17,654","1,709","7,583","7,585",777,"84,714","3,808","6,133","27,618","20,490","7,070","13,050","6,545","74,773","19,595","19,602","17,998","4,502","15,367","13,927","3,529","30,296","26,152","7,143","19,449","16,696","4,421",31.3%,17.0%,10.8%,5.8%,"35,090","20,964","30,520","33,270","46,143","59,082",2632
Texas,Wilbarger,"1,082",175,452,393,62,"8,795",801,"1,069","2,939","2,079",597,"1,044",266,"6,925","1,310","1,938","1,570",290,"1,391","1,135",151,"3,261","2,424",463,"2,205","1,796",406,32.7%,21.2%,6.2%,5.0%,"30,710","20,946","26,210","34,308","40,848","41,310",2634
Texas,Willacy,"2,791",877,"1,063",834,17,"13,532","2,290","1,760","5,030","2,419",787,868,378,"9,482","1,246","3,305","2,780",214,"2,682","2,162",284,"4,536","3,083",367,"3,009","1,457",381,30.9%,23.7%,14.7%,7.5%,"26,602","17,627","26,143","27,355","44,259","53,245",2639
Texas,Williamson,"44,808","5,400","16,123","17,739","5,546","379,684","11,962","13,548","76,864","85,493","32,838","104,976","54,003","354,174","158,979","80,042","76,240","32,369","93,392","88,573","44,602","136,618","126,373","55,083","69,632","62,988","26,925",13.5%,8.4%,5.3%,2.5%,"49,332","28,520","33,830","44,533","60,898","79,261",2640
Texas,Wilson,"4,078",655,"1,432","1,653",338,"33,963","1,689","2,193","11,661","8,166","2,472","5,430","2,352","30,081","7,782","5,704","5,408","1,234","6,236","5,811","1,865","14,104","12,604","3,334","7,919","6,258","1,349",18.1%,9.4%,4.8%,3.1%,"44,412","24,938","32,439","46,011","57,472","68,802",2641
Texas,Winkler,973,165,605,178,25,"4,544",561,853,"1,382","1,124",191,330,103,"3,130",433,715,571,41,"1,202",805,100,"1,713","1,233",190,914,521,102,18.3%,13.7%,5.0%,6.2%,"44,760","41,537","41,274","49,815","59,491","45,179",2642
Texas,Wise,"5,466",792,"2,874","1,422",378,"45,664","2,615","3,716","15,630","11,020","4,093","6,412","2,178","39,333","8,590","8,348","7,700","1,274","8,377","7,474","2,048","18,676","15,700","3,420","10,263","8,459","1,848",12.2%,11.2%,6.7%,3.4%,"42,002","26,903","33,488","46,120","60,515","61,990",2643
Texas,Wood,"3,636",806,"1,098","1,638",94,"32,769","1,916","2,788","10,831","8,584","2,367","3,992","2,291","28,065","6,283","4,069","3,265",482,"4,443","3,525",695,"12,212","10,457","2,140","12,045","10,818","2,966",24.9%,14.5%,6.7%,3.7%,"35,198","28,958","29,587","36,553","42,590","69,886",2644
Texas,Yoakum,701,112,164,425,0,"5,074","1,062",501,"1,528","1,175",211,504,93,"3,511",597,"1,240","1,065",127,"1,125",811,250,"1,788","1,111",143,921,524,77,13.4%,7.4%,7.9%,1.0%,"41,700","35,713","53,107","54,219","36,932","58,656",2645
Texas,Young,"1,160",89,769,261,41,"12,447",620,"1,269","3,784","3,242",598,"2,050",884,"10,558","2,934","2,194","1,937",366,"2,018","1,751",748,"4,551","3,862","1,200","3,684","3,008",620,15.8%,15.8%,9.3%,2.6%,"37,906","23,269","27,938","29,141","51,740","81,552",2646
Texas,Zapata,"1,455",254,623,414,164,"8,032","1,722","1,114","2,458","1,349",413,894,82,"5,196",976,"1,722","1,269",175,"1,762","1,106",332,"2,604","1,730",219,"1,944","1,091",250,41.6%,22.7%,10.1%,9.1%,"27,558","17,697","21,146","35,315","58,378",-,2650
Texas,Zavala,"1,365",418,398,354,195,"7,101",911,813,"2,486","1,552",461,495,383,"5,377",878,"1,533","1,364",178,"1,574","1,342",450,"2,222","1,609",72,"1,772","1,062",178,34.2%,17.0%,18.0%,5.0%,"22,864","14,173","29,160","27,815",-,"60,748",2651
Utah,Beaver,582,86,135,361,0,"3,871",108,226,"1,046",906,586,862,137,"3,537",999,700,645,113,886,857,391,"1,318","1,156",197,967,879,298,6.3%,6.2%,2.9%,1.8%,"40,251","30,372","37,166","39,868","51,250","65,114",2653
Utah,Box Elder,"4,912",748,"2,253","1,804",107,"32,717",672,"1,653","9,937","9,361","3,340","5,656","2,098","30,392","7,754","6,762","6,081","1,389","7,298","6,936","2,262","11,619","10,913","2,465","7,038","6,462","1,638",20.6%,7.8%,4.8%,3.7%,"40,503","32,050","36,703","37,930","50,716","71,840",2658
Utah,Cache,"23,948","1,646","5,382","14,667","2,253","64,162","1,650","2,496","12,940","17,555","4,831","16,272","8,418","60,016","24,690","17,554","16,841","6,499","14,732","13,691","6,110","19,963","18,270","7,494","11,913","11,214","4,587",15.5%,9.5%,9.3%,5.7%,"36,841","27,895","35,490","29,454","41,947","67,958",2661
Utah,Carbon,"1,790",90,747,897,56,"13,262",246,794,"3,897","3,940","2,162","1,471",752,"12,222","2,223","2,505","2,337",533,"2,506","2,409",461,"4,723","4,322",535,"3,528","3,154",694,23.6%,18.8%,11.8%,5.1%,"33,352","20,313","32,598","28,842","42,067","56,786",2665
Utah,Daggett,59,25,20,14,0,381,5,10,162,127,21,39,17,366,56,38,38,7,95,95,24,181,166,13,67,67,12,46.7%,0.0%,5.9%,0.0%,"40,556",-,"51,250","26,500",-,"87,500",2668
Utah,Davis,"32,383","4,081","11,455","14,529","2,318","205,899","2,597","5,861","43,575","53,167","22,116","53,067","25,516","197,441","78,583","49,256","47,411","18,498","51,813","49,872","22,610","69,414","66,201","25,109","35,416","33,957","12,366",13.6%,6.1%,4.5%,2.1%,"47,256","30,149","37,097","40,637","55,158","84,982",2671
Utah,Duchesne,"1,464",352,667,424,21,"11,755",256,"1,014","4,510","3,374",988,"1,159",454,"10,485","1,613","2,628","2,247",283,"2,745","2,461",406,"4,002","3,608",585,"2,380","2,169",339,23.9%,12.4%,7.9%,3.9%,"40,781","32,010","37,297","40,194","44,436","67,500",2672
Utah,Emery,793,117,320,345,11,"6,350",72,286,"1,909","1,984","1,097",687,315,"5,992","1,002","1,044",977,163,"1,273","1,178",255,"2,322","2,176",295,"1,711","1,661",289,22.3%,10.0%,6.1%,4.1%,"40,409","22,321","43,929","33,710","46,583","70,580",2673
Utah,Garfield,334,59,192,65,18,"3,484",48,173,"1,067",842,470,648,236,"3,263",884,543,517,116,601,593,186,"1,214","1,091",304,"1,126","1,062",278,9.8%,13.9%,14.2%,10.9%,"28,419","24,583","25,685","27,983","30,313","61,250",2674
Utah,Grand,566,218,230,51,67,"7,137",103,339,"1,931","1,789",787,"1,233",955,"6,695","2,188","1,450","1,278",373,"1,620","1,604",518,"2,251","2,144",627,"1,816","1,669",670,0.0%,19.2%,5.4%,16.2%,"31,132","53,088","26,200","35,713","25,947","40,672",2675
Utah,Iron,"8,076",710,"1,785","5,006",575,"29,881",668,"1,309","6,903","9,168","3,206","6,205","2,422","27,904","8,627","6,996","6,481","1,886","6,026","5,743","1,747","10,047","9,362","2,886","6,812","6,318","2,108",19.7%,14.6%,9.5%,8.5%,"32,163","15,682","32,505","29,205","35,909","61,525",2676
Utah,Juab,"1,100",202,595,283,20,"6,540",103,391,"2,475","1,689",658,762,462,"6,046","1,224","1,369","1,257",278,"1,554","1,416",254,"2,203","2,103",497,"1,414","1,270",195,12.7%,13.9%,4.1%,1.3%,"38,175","21,544","29,043","36,189","54,495","65,208",2677
Utah,Kane,370,71,153,120,26,"5,600",109,371,"1,391","1,525",541,"1,114",549,"5,120","1,663","1,051",956,508,972,891,254,"1,821","1,589",468,"1,756","1,684",433,36.6%,5.5%,14.2%,10.8%,"30,191","22,614","24,643","31,058","32,388","47,250",2678
Utah,Millard,"1,003",218,397,369,19,"7,920",206,614,"2,565","1,854",909,"1,374",398,"7,100","1,772","1,518","1,257",282,"1,481","1,343",312,"2,730","2,409",603,"2,191","2,091",575,15.7%,14.4%,5.3%,5.8%,"34,824","28,167","30,997","35,673","42,390","75,481",2680
Utah,Morgan,"1,017",119,224,666,8,"6,695",55,90,"1,350","1,811",819,"1,548","1,022","6,550","2,570","1,078","1,029",417,"1,608","1,604",749,"2,585","2,535",926,"1,424","1,382",478,6.2%,2.1%,1.8%,1.6%,"56,777","43,250","41,538","42,500","60,889","99,779",2681
Utah,Piute,150,65,33,52,0,"1,328",9,88,405,350,189,218,69,"1,231",287,85,76,12,197,186,71,447,412,108,599,557,96,9.3%,35.8%,13.6%,7.0%,"26,683","8,750","25,150",-,"30,744","37,250",2685
Utah,Rich,236,44,130,62,0,"1,406",32,29,397,496,142,208,102,"1,345",310,256,248,42,230,216,62,500,461,113,420,420,93,44.3%,4.8%,1.9%,1.3%,"35,773","30,469","30,134","36,453","48,816","65,625",2687
Utah,Salt Lake,"108,737","13,794","37,742","47,154","10,047","726,907","22,848","38,787","162,491","170,221","67,031","170,110","95,419","665,272","265,529","190,120","176,539","72,636","167,824","152,399","65,225","244,391","221,324","83,830","124,572","115,010","43,838",17.4%,8.6%,6.2%,4.3%,"43,124","28,680","34,110","40,204","53,788","75,649",2690
Utah,San Juan,"1,476",259,652,497,68,"9,192",602,711,"2,801","2,205","1,111","1,156",606,"7,879","1,762","1,900","1,728",193,"1,790","1,652",465,"3,345","2,882",485,"2,157","1,617",619,37.1%,31.7%,13.8%,4.8%,"31,076","22,361","24,556","30,032","44,775","66,010",2694
Utah,Sanpete,"4,493",573,"1,252","2,636",32,"18,205",576,889,"5,758","5,131","2,074","2,541","1,236","16,740","3,777","3,600","3,291",668,"4,007","3,644",821,"6,403","5,818","1,179","4,195","3,987","1,109",22.0%,10.9%,10.7%,2.7%,"33,209","21,529","27,645","31,907","39,054","61,781",2697
Utah,Sevier,"1,722",460,480,697,85,"13,469",312,894,"4,206","3,820","1,422","1,931",884,"12,263","2,815","2,437","2,183",518,"2,848","2,580",644,"4,688","4,305",978,"3,496","3,195",675,20.5%,16.3%,12.0%,1.6%,"35,773","29,984","33,967","32,070","41,154","60,057",2702
Utah,Summit,"3,602",396,"1,226","1,585",395,"27,924",495,837,"4,476","5,171","1,275","9,841","5,829","26,592","15,670","4,637","4,531","2,245","5,381","4,946","2,842","12,710","12,014","7,538","5,196","5,101","3,045",12.7%,5.4%,4.8%,2.6%,"51,311","25,478","36,082","43,979","56,782","89,816",2703
Utah,Tooele,"6,389",857,"3,636","1,692",204,"40,623",717,"2,507","12,971","10,674","4,381","6,091","3,282","37,399","9,373","9,237","8,374","1,965","10,757","9,966","3,079","14,398","13,276","3,060","6,231","5,783","1,269",14.9%,7.1%,3.1%,2.9%,"45,109","28,969","39,299","43,024","57,706","83,192",2707
Utah,Uintah,"3,068",757,"1,322",947,42,"20,893",337,"2,075","7,958","5,634","1,485","2,505",899,"18,481","3,404","5,112","4,318",629,"4,950","4,575",998,"7,029","6,121","1,127","3,802","3,467",650,17.7%,14.6%,8.0%,2.9%,"34,684","17,031","29,625","34,469","49,514","52,199",2539
Utah,Utah,"104,229","7,439","28,187","61,556","7,047","310,161","5,457","9,542","51,916","82,992","32,697","88,312","39,245","295,162","127,557","89,680","86,123","35,991","78,949","74,899","34,984","93,962","89,090","37,786","47,570","45,050","18,796",15.4%,9.7%,6.6%,4.4%,"42,252","28,084","31,802","36,531","50,122","79,316",2555
Utah,Wasatch,"2,754",346,"1,016","1,166",226,"19,926",507,413,"4,099","4,540","1,667","5,742","2,958","19,006","8,700","3,751","3,625","1,398","4,757","4,461","2,597","7,601","7,279","3,171","3,817","3,641","1,534",5.5%,3.3%,5.7%,2.4%,"43,217","31,154","31,034","39,247","53,818","81,477",2567
Utah,Washington,"15,183","1,881","5,142","7,790",370,"112,121","2,457","4,451","25,232","31,930","15,324","20,939","11,788","105,213","32,727","20,127","18,851","4,249","20,158","18,525","6,415","34,808","32,372","9,556","37,028","35,465","12,507",15.5%,9.8%,7.8%,4.6%,"34,642","26,923","29,548","31,686","36,871","70,805",2577
Utah,Wayne,172,20,98,54,0,"1,822",5,185,346,542,306,374,64,"1,632",438,292,261,114,259,241,68,684,621,108,587,509,148,41.5%,6.2%,8.1%,3.7%,"36,161","16,731","30,500","40,743","48,500","80,139",2580
Utah,Weber,"24,590","3,271","9,490","10,863",966,"158,841","4,501","8,922","46,466","44,169","14,910","27,871","12,002","145,418","39,873","39,111","36,032","9,248","35,242","32,315","9,747","54,707","49,840","13,639","29,781","27,231","7,239",17.7%,8.9%,6.2%,3.6%,"41,104","31,671","35,271","39,642","49,457","72,584",2587
Vermont,Addison,"5,108",146,"1,639","2,850",473,"25,678",436,"1,048","7,698","3,873","2,106","6,421","4,096","24,194","10,517","3,708","3,530","1,417","4,027","3,859","1,864","10,534","9,916","4,118","7,409","6,889","3,118",15.4%,8.5%,6.8%,3.1%,"41,822","37,313","34,292","40,410","45,153","62,708",2590
Vermont,Bennington,"3,481",432,"1,373","1,432",244,"25,445",507,"1,373","7,146","4,943","1,940","5,594","3,942","23,565","9,536","3,667","3,267","1,510","3,430","3,295","1,534","10,279","9,529","3,283","8,069","7,474","3,209",23.3%,12.4%,13.1%,3.4%,"38,665","32,412","32,550","35,153","44,570","55,637",2591
Vermont,Caledonia,"2,676",332,"1,072","1,119",153,"21,560",469,"1,079","7,508","4,132","1,760","4,194","2,418","20,012","6,612","3,212","3,056","1,003","3,345","3,150","1,252","8,738","8,127","2,432","6,265","5,679","1,925",19.6%,14.2%,7.2%,4.5%,"34,615","27,500","30,521","32,662","42,209","59,223",2596
Vermont,Chittenden,"26,083","1,195","6,113","14,359","4,416","108,277","2,020","3,606","20,038","15,878","9,768","33,637","23,330","102,651","56,967","23,554","22,579","14,158","19,143","18,194","11,871","40,926","38,792","19,958","24,654","23,086","10,980",31.0%,12.1%,5.8%,3.9%,"49,594","26,813","37,368","42,300","51,723","68,227",2599
Vermont,Essex,362,58,162,131,11,"4,750",132,420,"2,079",797,446,467,409,"4,198",876,539,484,76,603,552,190,"1,990","1,809",328,"1,618","1,353",282,21.4%,13.1%,9.3%,7.2%,"31,168","26,500","30,235","32,961","32,250","43,068",2604
Vermont,Franklin,"3,814",487,"1,937",983,407,"34,513","1,195","1,891","12,954","6,071","3,254","5,899","3,249","31,427","9,148","6,181","5,796","2,220","6,271","5,881","1,881","14,096","12,793","3,415","7,965","6,957","1,632",25.6%,12.2%,6.1%,3.3%,"43,603","26,765","37,351","43,093","50,199","62,046",2607
Vermont,Grand Isle,502,78,176,167,81,"5,355",71,256,"1,494",796,477,"1,310",951,"5,028","2,261",742,705,261,744,681,236,"2,405","2,274","1,135","1,464","1,368",629,31.2%,6.7%,2.8%,2.0%,"45,365","20,781","39,167","42,260","49,403","77,875",2609
Vermont,Lamoille,"2,391",280,919,"1,082",110,"17,810",229,"1,107","4,367","3,090","1,708","4,606","2,703","16,474","7,309","3,277","2,919","1,425","3,257","3,179","1,284","6,929","6,372","2,572","4,347","4,004","2,028",26.6%,11.3%,11.5%,3.5%,"38,846","36,393","35,231","37,486","37,867","56,550",2611
