State,County,Year Structure Built: 2014+,Year Structure Built: 2010 to 2013,Year Structure Built: 2000 to 2009,Year Structure Built: 1980 to 1999,Year Structure Built: 1960 to 1979,Year Structure Built: 1940 to 1959,Year Structure Built: 1939 or earlier,0 Vehicles Available,1 Vehicles Available,2 Vehicles Available,3+ Vehicles Available,FID
North Carolina,Sampson,800,558,"3,207","8,881","5,993","2,470","1,253","1,309","6,422","7,814","7,617",1769
North Carolina,Scotland,334,146,"1,193","4,852","3,993","1,612",821,"1,473","4,811","4,034","2,633",1772
North Carolina,Stanly,697,508,"2,730","6,392","6,534","4,681","2,307","1,120","5,836","8,366","8,527",1775
North Carolina,Stokes,399,437,"2,696","7,472","6,167","1,582",855,569,"4,725","7,234","7,080",1777
North Carolina,Surry,457,722,"3,277","10,149","7,881","4,256","2,259","1,867","8,053","9,415","9,666",1780
North Carolina,Swain,123,107,"1,241","2,111","1,485",503,171,437,"1,945","1,797","1,562",1784
North Carolina,Transylvania,290,310,"2,544","4,836","4,205","1,902",561,539,"4,362","6,417","3,330",1786
North Carolina,Tyrrell,112,20,259,543,277,255,186,87,545,493,527,1794
North Carolina,Union,"5,568","4,064","25,268","26,481","10,788","3,746","1,876","2,068","14,995","34,132","26,596",1798
North Carolina,Vance,270,159,"2,206","6,146","4,878","2,190","1,046","1,636","6,056","5,152","4,051",1801
North Carolina,Wake,"36,452","29,098","103,181","155,865","60,151","17,149","8,656","15,217","127,052","177,780","90,503",1805
North Carolina,Warren,123,221,"1,353","3,294","1,740",845,546,745,"2,529","2,636","2,212",1809
North Carolina,Washington,11,43,402,"1,543","2,135",615,488,780,"1,805","1,721",931,1811
North Carolina,Watauga,664,538,"3,246","8,228","5,772","1,922","1,083","1,108","6,681","8,541","5,123",1813
North Carolina,Wayne,"1,407","1,261","7,785","16,786","13,461","4,938","2,560","3,670","13,991","17,192","13,345",1814
North Carolina,Wilkes,806,530,"2,870","9,968","9,009","4,241","1,478","1,466","7,794","10,119","9,523",1817
North Carolina,Wilson,631,508,"5,446","11,144","8,228","4,448","1,563","2,962","10,539","11,289","7,178",1819
North Carolina,Yadkin,285,164,"1,759","5,865","4,002","2,153","1,019",715,"3,770","4,841","5,921",1821
North Carolina,Yancey,161,108,"1,013","3,206","1,729",689,560,395,"1,785","2,833","2,453",1823
North Dakota,Adams,62,37,18,163,345,221,212,71,283,300,404,1826
North Dakota,Barnes,143,194,209,888,"1,409",731,"1,465",251,"1,277","1,849","1,662",1828
North Dakota,Benson,42,40,156,459,802,248,518,235,687,589,754,1831
North Dakota,Billings,18,20,22,96,106,41,63,24,44,92,206,1833
North Dakota,Bottineau,49,131,331,502,927,488,448,75,707,"1,006","1,088",1836
North Dakota,Bowman,24,54,104,292,375,223,251,26,280,468,549,1838
North Dakota,Burke,22,55,54,133,292,109,285,17,183,268,482,1841
North Dakota,Burleigh,"3,253","3,417","6,434","9,605","10,947","4,087","2,062","2,057","11,867","15,834","10,047",1844
North Dakota,Cass,"8,355","6,330","12,879","20,725","16,010","7,159","5,569","4,709","23,367","33,655","15,296",1848
North Dakota,Cavalier,21,99,39,419,746,259,195,78,441,697,562,1849
North Dakota,Dickey,66,30,130,336,727,431,407,63,561,738,765,2004
North Dakota,Divide,26,51,100,112,270,186,315,34,295,225,506,2007
North Dakota,Dunn,48,186,90,359,431,314,272,39,386,514,761,2013
North Dakota,Eddy,23,34,43,117,357,194,278,68,234,367,377,2017
North Dakota,Emmons,23,27,115,320,322,359,380,41,417,596,492,2021
North Dakota,Foster,122,57,101,155,565,286,197,87,304,641,451,2026
North Dakota,Golden Valley,9,19,32,87,264,135,268,35,158,319,302,2036
North Dakota,Grand Forks,"2,319","2,140","3,148","7,281","8,655","3,385","3,851","1,700","11,268","11,519","6,292",2043
North Dakota,Grant,16,39,35,130,360,207,295,24,203,360,495,2051
North Dakota,Griggs,13,15,31,113,326,198,335,17,268,348,398,2056
North Dakota,Hettinger,0,24,63,147,295,251,313,5,296,344,448,2063
North Dakota,Kidder,13,35,33,222,417,173,230,7,210,469,437,2068
North Dakota,LaMoure,48,30,166,217,696,260,452,73,377,629,790,2074
North Dakota,Logan,9,9,37,130,353,154,120,23,130,322,337,2078
North Dakota,McHenry,91,121,120,463,605,538,624,95,440,858,"1,169",2082
North Dakota,McIntosh,11,28,64,162,453,365,209,85,360,414,433,2090
North Dakota,McKenzie,"1,212",557,369,630,755,544,411,118,"1,059","1,762","1,539",2097
North Dakota,McLean,152,218,337,796,"1,417",816,636,143,883,"1,450","1,896",2103
North Dakota,Mercer,118,109,235,"1,094","1,212",466,429,89,738,"1,085","1,751",2107
North Dakota,Morton,"1,190",903,"1,810","2,217","4,094","1,623","1,665",403,"2,774","5,059","5,266",2114
North Dakota,Mountrail,240,389,258,719,843,556,565,158,917,"1,255","1,240",2119
North Dakota,Nelson,43,9,41,176,453,255,451,42,426,504,456,2122
North Dakota,Oliver,32,9,75,168,241,138,80,21,88,275,359,2127
North Dakota,Pembina,18,58,81,629,"1,125",737,521,94,782,"1,225","1,068",2131
North Dakota,Pierce,59,63,17,318,677,361,348,91,359,745,648,2136
North Dakota,Ramsey,200,223,398,879,"1,615",724,864,452,"1,385","1,741","1,325",2141
North Dakota,Ransom,23,15,227,463,496,381,775,97,581,877,825,2147
North Dakota,Renville,30,34,41,203,310,136,177,24,221,297,389,2150
North Dakota,Richland,275,201,471,"1,556","1,924","1,046","1,333",362,"1,882","2,478","2,084",2156
North Dakota,Rolette,46,132,408,"1,475","1,705",468,168,385,"1,083","1,460","1,474",2161
North Dakota,Sargent,86,59,140,466,524,197,425,47,451,695,704,2164
North Dakota,Sheridan,6,6,69,77,250,111,165,21,148,245,270,2169
North Dakota,Sioux,28,29,143,318,401,62,126,117,336,346,308,2175
North Dakota,Slope,5,16,41,67,55,61,91,3,46,99,188,2180
North Dakota,Stark,877,"2,285","1,209","2,995","3,048","1,244",977,536,"3,824","4,655","3,620",2182
North Dakota,Steele,20,35,35,116,274,121,203,11,128,291,374,2186
North Dakota,Stutsman,344,342,798,"1,413","3,149","1,611","1,320",726,"2,731","2,813","2,707",2199
North Dakota,Towner,14,0,11,204,398,150,327,63,313,412,316,2205
North Dakota,Traill,57,33,188,461,"1,076",577,"1,002",137,958,"1,218","1,081",2217
North Dakota,Walsh,50,48,229,847,"1,700",847,"1,099",228,"1,226","2,007","1,359",2225
North Dakota,Ward,"2,281","4,232","3,159","5,678","6,928","3,841","2,313","1,449","8,539","10,979","7,465",2233
North Dakota,Wells,47,27,113,281,768,325,380,112,486,495,848,2237
North Dakota,Williams,"2,768","2,263","1,278","2,015","2,964","2,182","1,176",647,"4,431","6,252","3,316",2244
Ohio,Adams,142,274,"1,539","3,315","2,325","1,069","1,732",910,"2,740","3,329","3,417",2248
Ohio,Allen,403,400,"3,136","6,780","12,636","8,420","9,250","3,439","12,866","15,212","9,508",2250
Ohio,Ashland,218,309,"2,473","4,248","4,268","3,916","5,072","1,421","5,369","7,643","6,071",2254
Ohio,Ashtabula,396,248,"2,887","6,914","9,667","7,486","11,016","3,626","12,142","14,504","8,342",2259
Ohio,Athens,420,692,"2,580","7,532","4,336","2,241","4,738","1,625","7,546","7,912","5,456",2266
Ohio,Auglaize,311,223,"1,633","4,192","4,785","3,063","4,793",862,"4,684","7,953","5,501",2273
Ohio,Belmont,428,511,"1,651","4,162","6,306","5,552","7,162","1,649","8,179","9,499","6,445",2278
Ohio,Brown,339,186,"2,913","5,903","3,908","1,959","2,603","1,098","3,970","6,382","6,361",2282
Ohio,Butler,"3,455","1,882","20,916","38,856","37,619","22,343","15,665","7,097","40,723","56,630","36,286",2286
Ohio,Carroll,86,184,"1,023","3,179","2,563","1,769","2,482",868,"2,969","4,006","3,443",2289
Ohio,Champaign,96,116,"1,261","3,921","3,380","1,919","4,714",778,"4,195","5,766","4,668",2291
Ohio,Clark,343,411,"3,224","8,262","17,344","12,363","12,915","4,153","17,784","19,809","13,116",2300
Ohio,Clermont,"2,400","2,454","12,807","26,504","19,459","10,540","5,183","3,887","20,863","32,388","22,209",2306
Ohio,Clinton,210,246,"2,052","5,079","3,295","2,853","3,006",868,"4,761","6,065","5,047",2310
Ohio,Columbiana,319,411,"3,364","7,419","11,299","7,968","10,852","2,924","13,013","14,739","10,956",2315
Ohio,Coshocton,278,88,"1,559","2,757","3,536","2,241","4,120","1,391","3,983","5,261","3,944",2317
Ohio,Crawford,98,38,"1,216","2,137","5,260","3,925","5,254","1,171","6,223","6,319","4,215",2323
Ohio,Cuyahoga,"5,211","4,487","22,838","68,204","134,708","164,210","148,229","70,406","220,316","184,925","72,240",2332
Ohio,Darke,163,121,"1,430","2,947","6,030","3,880","6,600",963,"5,919","7,758","6,531",2345
Ohio,Defiance,93,209,"1,369","2,737","4,238","2,338","4,401",798,"3,913","6,248","4,426",2350
Ohio,Delaware,"5,220","4,209","22,419","23,724","8,146","2,509","5,294","1,901","15,749","33,685","20,186",2352
Ohio,Erie,474,240,"1,837","6,344","9,284","6,628","6,512","2,070","10,995","11,359","6,895",2357
Ohio,Fairfield,"1,538","1,570","9,060","17,232","12,902","6,770","7,999","2,458","14,778","22,263","17,572",2365
Ohio,Fayette,82,185,"1,338","2,527","3,069","1,805","2,731",942,"3,669","4,246","2,880",2368
Ohio,Franklin,"17,827","15,350","60,092","147,627","142,102","83,841","52,398","37,266","197,766","203,760","80,445",2375
Ohio,Fulton,380,270,"1,563","3,585","3,877","2,237","4,670",558,"4,144","6,757","5,123",2378
Ohio,Gallia,287,213,"1,673","3,620","2,908","1,574","1,084",783,"3,315","4,227","3,034",2383
Ohio,Geauga,565,484,"3,362","10,203","10,390","5,879","4,420","3,121","6,669","14,645","10,868",2390
Ohio,Greene,"1,303","1,669","8,876","15,852","19,141","13,252","5,822","3,012","19,962","26,004","16,937",2393
Ohio,Guernsey,312,260,"2,013","3,128","4,309","2,472","3,750","1,171","4,588","5,819","4,666",2399
Ohio,Hamilton,"5,203","3,171","19,662","58,695","96,538","80,335","80,984","37,864","123,647","123,401","59,676",2411
Ohio,Hancock,624,595,"3,538","7,737","6,947","4,891","7,690","1,874","10,421","12,100","7,627",2427
Ohio,Hardin,117,124,"1,108","2,659","2,713","1,668","3,388",710,"3,396","4,231","3,440",2432
Ohio,Harrison,111,163,628,"1,079","1,546","1,132","1,562",573,"1,781","2,252","1,615",2440
Ohio,Henry,94,54,747,"2,129","2,508","1,852","3,685",362,"2,931","4,296","3,480",2451
Ohio,Highland,219,261,"2,189","5,120","3,966","1,955","3,037","1,453","4,382","5,992","4,920",2457
Ohio,Hocking,296,342,"1,414","3,799","2,368","1,158","2,156",464,"2,977","4,211","3,881",2461
Ohio,Holmes,500,549,"1,811","3,708","1,966","1,284","2,533","3,764","2,261","3,459","2,867",2464
Ohio,Huron,199,202,"2,195","4,592","5,769","3,792","6,301","1,107","7,230","8,450","6,263",2468
Ohio,Jackson,257,242,"2,067","3,819","2,393","2,192","2,001",760,"3,573","4,935","3,703",2472
Ohio,Jefferson,266,215,"1,206","3,362","8,354","8,352","5,786","2,724","8,865","9,837","6,115",2476
Ohio,Knox,237,298,"3,085","5,878","4,652","3,588","5,289","1,503","5,512","9,480","6,532",2479
Ohio,Lake,"1,519","1,890","7,862","21,805","31,718","22,188","9,552","4,184","33,671","39,353","19,326",2493
Ohio,Lawrence,658,"1,023","1,939","5,889","6,430","4,139","3,130","1,481","7,723","8,025","5,979",2499
Ohio,Licking,"1,378","1,194","10,019","16,858","17,434","8,003","9,580","3,121","17,542","25,333","18,470",2504
Ohio,Logan,423,228,"1,881","4,802","4,164","2,813","4,293",870,"5,090","7,142","5,502",2510
Ohio,Lorain,"3,552","2,991","15,687","21,900","34,618","23,617","19,304","7,611","40,676","48,019","25,363",2516
Ohio,Lucas,"2,705","1,774","11,371","31,692","48,228","43,517","42,185","17,411","68,281","65,942","29,838",2520
Ohio,Madison,370,289,"2,093","3,684","3,717","1,943","2,921",530,"4,355","5,473","4,659",2529
Ohio,Mahoning,962,703,"6,106","15,612","28,167","29,755","17,564","8,828","35,225","35,875","18,941",2534
Ohio,Marion,267,191,"1,721","3,899","7,070","4,402","7,067","1,950","7,787","8,895","5,985",2541
Ohio,Medina,"1,983","1,962","12,211","19,915","18,807","8,249","6,612","2,452","18,099","30,551","18,637",2545
Ohio,Meigs,181,209,"1,344","2,866","1,626","1,370","1,494",693,"2,629","2,875","2,893",2549
Ohio,Mercer,604,418,"1,538","3,697","3,772","3,060","2,989",510,"3,982","6,239","5,347",2552
Ohio,Miami,"1,187",702,"3,546","8,407","11,333","6,720","9,365","1,874","11,010","16,730","11,646",2558
Ohio,Monroe,167,166,428,"1,279","1,667",727,"1,420",409,"1,518","2,065","1,862",2565
Ohio,Montgomery,"1,375","1,524","13,110","38,451","79,129","59,011","34,477","21,302","82,441","80,509","42,825",2573
Ohio,Morgan,138,74,572,"1,468","1,435",779,"1,610",403,"1,722","2,084","1,867",2000
Ohio,Morrow,278,290,"2,439","3,344","3,109","1,173","2,431",790,"2,208","4,649","5,417",2006
Ohio,Muskingum,516,526,"3,781","6,724","8,867","5,944","7,439","2,115","10,406","12,440","8,836",2010
Ohio,Noble,73,65,548,"1,264","1,246",758,"1,015",492,"1,224","1,807","1,446",2012
Ohio,Ottawa,199,281,"2,044","3,983","3,775","3,684","4,274",742,"5,365","7,061","5,072",2019
Ohio,Paulding,66,214,598,"1,573","2,166","1,126","1,949",295,"1,921","3,037","2,439",2024
Ohio,Perry,388,271,"1,909","3,564","2,638","1,260","3,186",965,"3,519","4,619","4,113",2027
Ohio,Pickaway,557,318,"3,548","5,517","4,765","2,088","3,015","1,029","5,236","6,659","6,884",2031
Ohio,Pike,395,265,"1,429","3,850","2,279","2,162",657,806,"3,200","3,519","3,512",2034
Ohio,Portage,"1,308","1,158","8,326","15,309","18,953","9,521","8,210","4,154","19,183","24,509","14,939",2038
Ohio,Preble,105,243,"1,485","3,611","4,414","2,513","4,046",805,"3,790","6,184","5,638",2039
Ohio,Putnam,143,169,"1,282","3,124","3,344","1,696","3,543",375,"2,812","5,243","4,871",2040
Ohio,Richland,312,431,"3,912","7,707","14,594","13,071","8,940","4,496","15,816","18,279","10,376",2042
Ohio,Ross,415,542,"3,195","8,158","6,454","5,615","4,701","1,998","8,186","11,226","7,670",2045
Ohio,Sandusky,134,98,"1,662","4,621","4,933","5,021","7,356","1,406","7,418","9,487","5,514",2047
Ohio,Scioto,272,506,"2,066","6,363","7,872","6,923","5,559","2,294","9,766","9,554","7,947",2048
Ohio,Seneca,100,228,"1,389","3,678","5,248","3,485","7,631","1,382","6,149","8,519","5,709",2049
Ohio,Shelby,380,231,"2,055","4,915","4,760","2,292","4,037",687,"5,187","7,113","5,683",2052
Ohio,Stark,"2,343","1,881","11,951","27,432","44,549","35,505","30,661","10,805","50,379","58,278","34,860",2054
Ohio,Summit,"3,268","3,622","18,313","45,107","57,532","55,853","43,026","18,363","80,220","85,859","42,279",2057
Ohio,Trumbull,504,854,"4,565","14,785","26,934","22,807","15,468","6,497","30,490","32,419","16,511",2061
Ohio,Tuscarawas,683,497,"4,125","8,057","7,981","5,683","9,880","2,618","11,093","13,996","9,199",2065
Ohio,Union,"1,821",595,"4,714","5,509","2,937","1,698","3,421",562,"4,161","9,238","6,734",2067
Ohio,Van Wert,138,153,701,"2,135","2,549","2,616","3,348",479,"2,754","4,595","3,812",2071
Ohio,Vinton,182,117,618,"1,543","1,215",715,831,340,"1,362","1,472","2,047",2075
Ohio,Warren,"4,316","3,435","19,460","28,211","16,340","7,301","5,064","2,190","20,454","37,158","24,325",2076
Ohio,Washington,442,522,"2,180","5,539","7,190","3,851","5,079","1,345","7,531","9,222","6,705",2080
Ohio,Wayne,630,960,"5,463","11,149","11,925","6,343","7,768","4,215","11,653","16,861","11,509",2084
Ohio,Williams,130,76,"1,331","3,333","3,796","2,270","4,330",708,"4,634","6,233","3,691",2087
Ohio,Wood,"1,478","1,178","6,657","13,437","12,912","6,311","8,672","2,362","17,315","19,632","11,336",2091
Ohio,Wyandot,112,37,783,"1,854","2,117","1,496","2,701",537,"2,536","3,326","2,701",2093
Oklahoma,Adair,229,209,927,"2,279","2,687",900,401,662,"2,254","2,815","1,901",2095
Oklahoma,Alfalfa,13,13,127,245,566,397,536,52,466,794,585,2099
Oklahoma,Atoka,181,264,791,"1,842","1,417",504,201,353,"1,501","1,799","1,547",2102
Oklahoma,Beaver,7,30,84,373,631,657,212,37,516,745,696,2104
Oklahoma,Beckham,304,291,"1,346","2,149","1,864","1,199",571,457,"2,332","3,319","1,616",2106
Oklahoma,Blaine,30,135,276,936,"1,293",735,535,153,"1,240","1,386","1,161",2110
Oklahoma,Bryan,"1,070",598,"3,209","5,763","4,638","1,450",906,"1,035","5,345","6,312","4,942",2112
Oklahoma,Caddo,100,136,815,"2,571","3,728","1,450","1,665",717,"3,272","3,773","2,703",2118
Oklahoma,Canadian,"3,940","3,596","9,998","12,631","10,901","3,123","1,535","1,383","11,894","19,278","13,169",2123
Oklahoma,Carter,416,847,"2,533","4,978","4,657","3,691","1,352",957,"6,291","6,643","4,583",2126
Oklahoma,Cherokee,811,676,"2,799","6,052","5,128","1,351",547,"1,462","5,457","5,789","4,656",2129
Oklahoma,Choctaw,151,206,925,"1,854","1,955",711,272,495,"2,212","1,929","1,438",2133
Oklahoma,Cimarron,11,23,9,173,272,262,202,23,254,359,316,2135
Oklahoma,Cleveland,"7,061","6,844","21,974","35,528","28,485","6,191","1,987","3,751","33,310","44,800","26,209",2140
Oklahoma,Coal,29,52,340,467,787,332,245,165,625,704,758,2144
Oklahoma,Comanche,"1,139","2,159","5,142","11,111","15,290","6,659","1,741","3,642","14,935","15,961","8,703",2145
Oklahoma,Cotton,7,47,150,430,779,499,303,175,480,919,641,2146
Oklahoma,Craig,84,138,514,"1,504","1,606",860,722,324,"1,796","1,912","1,396",2148
Oklahoma,Creek,962,"1,070","4,263","7,829","7,963","2,585","1,721","1,300","7,537","10,823","6,733",2151
Oklahoma,Custer,366,122,"1,166","3,164","3,349","1,563",967,403,"3,513","3,894","2,887",2153
Oklahoma,Delaware,507,476,"2,999","6,363","4,646","1,327",670,700,"5,331","6,484","4,473",2154
Oklahoma,Dewey,51,112,162,323,546,275,246,44,443,566,662,2158
Oklahoma,Ellis,17,22,95,292,388,397,370,75,369,498,639,2165
Oklahoma,Garfield,493,944,"1,485","5,013","7,844","4,421","3,509","1,075","7,982","9,485","5,167",2167
Oklahoma,Garvin,106,306,886,"2,384","4,085","2,066",542,421,"3,436","3,682","2,836",2176
Oklahoma,Grady,760,891,"3,621","5,104","5,159","2,733","1,839",686,"4,893","8,744","5,784",2184
Oklahoma,Grant,29,37,64,268,556,398,409,6,567,663,525,2187
Oklahoma,Greer,11,12,149,416,767,426,328,164,649,610,686,2189
Oklahoma,Harmon,30,5,24,194,313,395,130,69,273,446,303,2191
Oklahoma,Harper,1,17,61,140,526,280,211,38,243,531,424,2193
Oklahoma,Haskell,142,197,975,"1,411","1,471",396,343,253,"1,300","1,812","1,570",2195
Oklahoma,Hughes,55,147,379,932,"1,320",558,715,191,"2,521",753,641,2197
Oklahoma,Jackson,192,163,811,"2,306","3,284","2,269",656,712,"2,904","3,698","2,367",2202
Oklahoma,Jefferson,10,12,159,405,995,481,320,151,721,920,590,2206
Oklahoma,Johnston,102,131,829,"1,500","1,067",362,322,169,"1,408","1,665","1,071",2211
Oklahoma,Kay,181,157,849,"3,273","5,241","4,813","2,878","1,120","6,045","6,432","3,795",2215
Oklahoma,Kingfisher,71,106,826,"1,245","1,761",814,946,85,"1,463","2,312","1,909",2219
