County,State,Males,Females,Under 6 years,6 to 18 years,19 to 25 years,26 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 years and above,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and other Pacific Islander alone,Some other race alone,Two or more races,Hispanic or Latino (of any race),White alone (not hispanic or Latino),Under $25K,$25K to $49K,$50K to $74K,$75K to $99K,100K and over
Tucker County,West Virginia,48.76,51.24,5.83,16.53,6.52,10.65,14.83,15.11,12.58,9.52,8.43,98.85,0.07,0.19,0.01,0.12,0.1,0.66,0.25,98.68,47.49,33.31,11.99,3.16,4.04
Tyler County,West Virginia,48.85,51.15,6.44,17.99,6.39,10.83,14.98,15.33,11.57,9.23,7.24,99.35,0.02,0.05,0.08,0.01,0.03,0.45,0.43,98.96,42.27,33.39,14.45,5.88,4.01
Upshur County,West Virginia,48.51,51.49,6.49,17.86,11.81,10.56,14.07,14.26,10.2,7.63,7.11,98.19,0.62,0.17,0.31,0.01,0.13,0.58,0.59,97.74,45.83,32.75,13.9,4.4,3.13
Wayne County,West Virginia,48.93,51.07,7.02,17.73,8.63,11.91,14.47,14.43,10.86,8.55,6.39,98.79,0.13,0.23,0.2,0.02,0.08,0.56,0.47,98.38,46.04,29.8,15.24,5.21,3.71
Webster County,West Virginia,49.21,50.79,6.32,18.06,7.76,10.64,14.86,16.12,11,8.18,7.07,99.18,0.01,0.07,0.06,0.01,0.01,0.66,0.37,98.83,57.76,27.89,10.21,2.23,1.91
Wetzel County,West Virginia,48.53,51.47,6.97,18.07,6.38,10.7,14.88,14.86,11.97,9,7.17,98.92,0.08,0.1,0.32,0.02,0.03,0.53,0.42,98.56,41.45,30.21,16.74,7.17,4.44
Wirt County,West Virginia,50.04,49.96,6.81,19.9,7.08,11.34,17.45,13.25,11.17,7.29,5.7,98.55,0.29,0.2,0.1,0,0.1,0.75,0.31,98.26,38.98,39.58,13.41,5.21,2.82
Wood County,West Virginia,48.01,51.99,6.99,17.27,7.87,11.38,15.39,14.71,10.92,8.06,7.41,97.32,1.01,0.21,0.51,0.04,0.14,0.77,0.58,96.89,37.23,32.45,16.36,7.64,6.33
Wyoming County,West Virginia,49.2,50.8,6.76,16.86,8.63,10.77,15.59,17.17,10.27,8.41,5.54,98.59,0.63,0.12,0.08,0,0.07,0.51,0.53,98.11,51.9,27.16,12.81,4.6,3.53
Adams County,Wisconsin,50.72,49.28,5.94,15.87,5.34,8.56,15,13.81,14.54,12.85,8.08,97.63,0.27,0.59,0.33,0.02,0.33,0.83,1.44,96.66,35.17,36.31,18.22,6.25,4.05
Ashland County,Wisconsin,49.25,50.75,7.57,19.71,10.21,9.99,14.89,12.85,8.86,7.3,8.61,87.1,0.21,10.35,0.31,0.05,0.29,1.69,1.11,86.7,38.41,36.12,17.49,4.96,3.03
Barron County,Wisconsin,49.54,50.46,6.91,19.98,7.37,10.05,15.85,13.75,9.69,8.12,8.28,97.69,0.14,0.81,0.32,0.04,0.32,0.69,0.96,97.12,31.86,35.46,19.77,7.35,5.56
Bayfield County,Wisconsin,50.56,49.44,6.33,19.52,4.78,8.66,15.85,16.33,12.13,8.93,7.48,88.46,0.13,9.39,0.27,0.01,0.26,1.49,0.61,88.24,36.63,35.1,17.9,6.15,4.22
Brown County,Wisconsin,49.72,50.28,8.3,19.28,10.37,13.37,17.1,13.35,7.56,5.42,5.26,91.14,1.16,2.29,2.18,0.03,1.9,1.3,3.84,89.62,23.19,30.87,24.35,11.88,9.71
Buffalo County,Wisconsin,50.17,49.83,7.02,19.28,6.56,10.77,15.95,14.04,9.63,8.9,7.86,98.69,0.12,0.3,0.33,0.02,0.08,0.46,0.62,98.2,30.95,35.88,21.28,7.19,4.69
Burnett County,Wisconsin,50.38,49.62,5.88,17.75,5.17,8.36,14.11,14.57,13.88,11.76,8.51,93.25,0.36,4.45,0.24,0.07,0.21,1.42,0.77,92.91,33.58,38.14,18.05,5.55,4.68
Calumet County,Wisconsin,49.99,50.01,8.56,21.47,6.85,12.7,18.28,13.49,7.89,5.68,5.08,96.68,0.31,0.34,1.55,0.01,0.38,0.74,1.07,96.14,16.12,30.15,29.96,13.96,9.81
Chippewa County,Wisconsin,49.77,50.23,7.56,20.4,7.16,10.73,16.54,14.13,8.92,7.43,7.13,97.85,0.16,0.32,0.89,0.01,0.17,0.6,0.52,97.53,28.33,35.58,23,7.58,5.52
Clark County,Wisconsin,50.12,49.88,9.09,22.47,6.95,10.35,14.95,11.96,8.22,7.63,8.38,98.05,0.13,0.48,0.3,0.01,0.56,0.47,1.2,97.49,34.77,35.46,19.89,5.61,4.27
Columbia County,Wisconsin,50.41,49.59,7.43,19.08,6.84,11.67,17.15,14.24,9.17,7.21,7.21,97.18,0.88,0.35,0.33,0.02,0.44,0.79,1.58,96.2,23.56,32.2,26.09,10.66,7.48
Crawford County,Wisconsin,50.55,49.45,7.05,20.88,7.19,9.57,14.59,14.52,10.23,8.06,7.91,97.31,1.35,0.21,0.26,0.01,0.17,0.68,0.75,96.81,35.44,35.72,17.68,6.31,4.85
Dane County,Wisconsin,49.47,50.53,7.23,17,14.32,14.32,16.44,14.12,7.22,4.74,4.61,88.96,4,0.33,3.45,0.03,1.43,1.79,3.37,87.36,21.88,28.91,23.37,12.8,13.04
Dodge County,Wisconsin,52.32,47.68,7.18,19,8.07,12.45,17.48,13.2,8.66,6.77,7.19,95.28,2.49,0.4,0.34,0.03,0.87,0.58,2.55,93.79,21.78,34.44,26.42,10.49,6.86
Door County,Wisconsin,49.26,50.74,5.62,17.75,5.65,8.75,15.78,15.65,12.08,9.86,8.87,97.84,0.19,0.65,0.29,0.01,0.33,0.69,0.95,97.38,29.87,33.23,21.01,7.24,8.64
Douglas County,Wisconsin,49.28,50.72,7.05,18.1,9.85,10.95,15.88,14.67,8.97,7.01,7.52,95.35,0.57,1.82,0.63,0.03,0.2,1.41,0.73,94.9,34.43,34.32,18.41,8.52,4.33
Dunn County,Wisconsin,50.41,49.59,6.91,18.65,18.9,10.81,13.66,12.51,7.32,5.6,5.63,96.08,0.34,0.27,2.13,0.01,0.37,0.8,0.84,95.64,31.02,33.38,21.47,8.39,5.73
Eau Claire County,Wisconsin,48.41,51.59,7.21,18.28,16.44,11.24,14.12,13.05,7.43,5.87,6.36,94.96,0.52,0.54,2.52,0.03,0.33,1.11,0.94,94.41,29.27,33.51,20.83,9.02,7.37
Florence County,Wisconsin,51.04,48.96,5.84,18.38,4.62,9.55,16.84,14.82,12.48,9.43,8.04,98.17,0.16,0.43,0.28,0.02,0.14,0.81,0.45,97.9,36.26,33.85,20.27,4.9,4.71
Fond du Lac County,Wisconsin,48.8,51.2,7.28,19.46,8.9,11.47,16.16,13.89,8.51,6.96,7.37,96.16,0.9,0.38,0.87,0.03,0.84,0.82,2.04,95.1,24.07,32.05,26.45,10.52,6.92
Forest County,Wisconsin,50.04,49.96,6.95,20.18,6.83,9.23,13.76,12.33,11.46,10.73,8.52,85.86,1.18,11.3,0.17,0.04,0.23,1.22,1.08,85.49,37.74,35.05,16.98,6.13,4.1
Grant County,Wisconsin,50.74,49.26,6.42,19.35,13.66,9.41,14.31,12.62,8.94,7.58,7.72,98.23,0.52,0.13,0.46,0.01,0.14,0.5,0.56,97.87,33.21,35.61,19.58,6.89,4.7
Green County,Wisconsin,49.21,50.79,7.72,20.09,6.35,11.12,17.08,14.19,8.74,7.05,7.65,98.14,0.26,0.21,0.29,0,0.36,0.75,0.97,97.66,25.18,34.04,24.04,9.78,6.96
Green Lake County,Wisconsin,49.24,50.76,6.86,18.65,6.04,9.57,15.86,14.13,10.08,9.25,9.56,97.81,0.15,0.2,0.31,0.04,0.89,0.6,2.06,96.7,26.66,37.47,23.64,7.14,5.1
Iowa County,Wisconsin,49.82,50.18,7.66,20.75,6.33,11.61,17.77,14.42,8.12,6.87,6.47,98.7,0.17,0.11,0.34,0.01,0.11,0.55,0.33,98.45,25.49,33.21,24.47,10.05,6.78
Iron County,Wisconsin,49,51,5.01,15.77,5.28,8.32,15.67,14.23,12.53,11.73,11.46,98.28,0.09,0.6,0.13,0.04,0.06,0.8,0.66,97.86,39.88,38.3,13.12,4.62,4.07
Jackson County,Wisconsin,53.39,46.61,6.76,18.8,8.5,12.03,16.21,13.14,9.66,7.47,7.42,89.58,2.27,6.16,0.16,0.04,1.01,0.79,1.87,88.95,32.32,35.73,20.12,6.48,5.35
Jefferson County,Wisconsin,49.6,50.4,7.62,19.06,8.29,12.32,16.83,14.09,9.15,6.42,6.22,96.34,0.28,0.34,0.45,0.02,1.65,0.93,4.09,94.25,21.32,32.46,26.19,11.3,8.73
Juneau County,Wisconsin,50.02,49.98,7.06,19.59,6.54,9.96,15.78,13.47,10.83,8.78,7.99,96.61,0.33,1.3,0.44,0.02,0.57,0.74,1.43,95.9,32.9,36.69,19.45,6.78,4.19
Kenosha County,Wisconsin,49.57,50.43,8.42,20.08,9.16,12.7,17.42,12.87,7.87,5.88,5.6,88.38,5.08,0.38,0.92,0.04,3.29,1.91,7.19,85.1,23.85,28.98,23.1,13.27,10.8
Kewaunee County,Wisconsin,50.16,49.84,7.16,20.27,7.5,10.98,16.09,13.71,9.05,7.08,8.16,98.56,0.15,0.27,0.13,0,0.3,0.57,0.76,98.19,25.76,32.78,25.4,10.18,5.89
La Crosse County,Wisconsin,48.47,51.53,7.17,18.27,14.98,11.51,14.72,13.11,7.69,6.18,6.37,94.18,0.95,0.41,3.15,0.02,0.27,1.03,0.92,93.66,29.65,32.81,20.66,9.14,7.73
Lafayette County,Wisconsin,49.95,50.05,7.13,21.75,6.61,9.78,16.77,13.04,9.1,8.35,7.47,99.03,0.11,0.11,0.22,0.04,0.14,0.35,0.57,98.66,31.24,34.66,23.08,6.18,4.84
Langlade County,Wisconsin,49.62,50.38,6.55,19.14,6.08,9.73,15.4,13.54,10.74,9.43,9.41,97.93,0.15,0.54,0.27,0.02,0.2,0.87,0.82,97.36,36.57,35.68,18.13,5.96,3.66
Lincoln County,Wisconsin,49.96,50.04,7.05,19.71,6.62,10.6,16.34,13.02,10.29,8.21,8.16,97.76,0.41,0.44,0.39,0.03,0.29,0.68,0.82,97.36,30.93,33.08,22.74,8.42,4.82
Manitowoc County,Wisconsin,49.54,50.46,7.17,19.8,7.1,10.77,16.43,13.93,9.12,7.71,7.98,95.9,0.3,0.43,1.98,0.04,0.6,0.76,1.62,95.02,25.32,32.97,25.61,10.02,6.07
Marathon County,Wisconsin,49.89,50.11,7.86,20.45,7.85,11.83,16.55,13.88,8.61,6.42,6.55,93.84,0.28,0.35,4.54,0.02,0.26,0.72,0.78,93.39,23.6,32.52,25.15,10.47,8.26
Marinette County,Wisconsin,49.36,50.64,6.32,18.78,7.44,8.97,15.93,14.04,10.95,8.67,8.91,98.08,0.23,0.5,0.27,0.02,0.21,0.69,0.75,97.63,33.43,35.62,18.98,7.35,4.62
Marquette County,Wisconsin,54.32,45.68,5.82,16.39,6.63,11.29,16.59,13.69,11.3,10.76,7.54,93.66,3.44,1.04,0.27,0.1,0.38,1.11,2.66,91.97,32.29,37.69,20.54,5.82,3.66
Menominee County,Wisconsin,49.32,50.68,11.22,29.26,7.85,10,13.68,10.17,9.36,6.03,2.43,11.57,0.07,87.26,0,0.02,0.33,0.75,2.67,11.53,40.15,37.26,16.22,3.93,2.44
Milwaukee County,Wisconsin,47.93,52.07,8.61,19.2,10.53,13.48,15.25,12.58,7.4,6.37,6.57,65.62,24.59,0.72,2.57,0.04,4.25,2.21,8.77,62.06,31.64,31.71,19.2,9.52,7.93
Monroe County,Wisconsin,50.38,49.62,8.08,21.53,7.13,10.59,15.91,13.98,8.87,6.88,7.03,96.52,0.46,0.92,0.48,0.04,0.85,0.74,1.81,95.69,31.58,35.15,21.13,7.31,4.83
Oconto County,Wisconsin,50.33,49.67,6.91,20.1,5.9,10.61,17.33,13.67,10.35,7.97,7.15,97.76,0.13,0.78,0.2,0.01,0.24,0.88,0.67,97.4,27.75,34.03,23.61,8.7,5.91
Oneida County,Wisconsin,49.79,50.21,5.88,17.66,5.25,9.41,16.25,14.69,12.15,10.71,8.01,97.71,0.33,0.66,0.3,0.05,0.21,0.75,0.66,97.33,31.53,33.72,20.09,8.2,6.46
Outagamie County,Wisconsin,49.88,50.12,8.38,20.72,8.76,13.07,17.46,13,7.68,5.55,5.38,93.87,0.54,1.54,2.23,0.03,0.81,0.98,1.99,92.96,19.41,31.02,26.9,12.76,9.91
Ozaukee County,Wisconsin,49.31,50.69,7.53,20.53,6.22,9.44,17.75,16.04,9.9,6.86,5.72,96.72,0.93,0.2,1.07,0.02,0.34,0.73,1.3,95.84,13.5,23.34,23.71,15.5,23.94
Pepin County,Wisconsin,50.27,49.73,7.25,21.07,6.85,10,15.15,13.56,9.27,7.78,9.07,98.9,0.08,0.19,0.21,0.04,0.08,0.49,0.35,98.74,31.32,34.81,20.84,8.14,4.9
Pierce County,Wisconsin,49.32,50.68,7.05,19.64,15.92,10.92,16.01,13.31,7.53,4.84,4.77,98.01,0.25,0.29,0.43,0.03,0.28,0.72,0.82,97.53,20.45,29.94,27.73,12.41,9.47
Polk County,Wisconsin,49.98,50.02,7.19,20.46,6.25,10.27,16.44,14.39,9.88,7.53,7.59,97.64,0.15,1.06,0.26,0.02,0.2,0.67,0.8,97.12,27.46,33.31,22.71,10,6.51
Portage County,Wisconsin,49.85,50.15,7.15,18.95,15.46,11.12,15.27,13.31,7.79,5.64,5.3,95.73,0.32,0.36,2.25,0.04,0.43,0.86,1.44,94.89,26.08,31.49,22.98,11.23,8.22
Price County,Wisconsin,50.24,49.76,6.04,19.23,5.14,9.44,15.58,14.89,10.84,9.16,9.68,98.22,0.1,0.6,0.3,0.03,0.15,0.6,0.73,97.72,35.33,34.75,18.37,6.65,4.89
Racine County,Wisconsin,49.49,50.51,8.43,19.93,8.06,11.82,16.95,13.91,8.59,6.36,5.95,83.04,10.47,0.36,0.72,0.04,3.69,1.67,7.94,79.56,23.3,28.62,24.29,12.94,10.85
Richland County,Wisconsin,49.55,50.45,6.79,20.14,7.54,9.64,14.99,14.09,9.61,8.42,8.79,98.39,0.15,0.26,0.21,0.03,0.28,0.68,0.93,97.89,34.5,36.04,18.95,6.14,4.37
Rock County,Wisconsin,49.23,50.77,8.16,19.75,8.4,12.33,16.29,13.55,8.78,6.7,6.04,91.01,4.63,0.28,0.78,0.04,1.77,1.5,3.91,89.22,23.37,31.35,24.5,11.66,9.11
Rusk County,Wisconsin,49.61,50.39,6.7,19.56,7.17,9.47,14.58,13.77,10.3,9.12,9.33,97.69,0.51,0.42,0.26,0.1,0.35,0.66,0.76,97.35,38.6,35.38,17.4,5.46,3.15
St. Croix County,Wisconsin,50.05,49.95,8.49,20.82,8.04,12.72,18.22,14.12,7.74,5.02,4.83,97.85,0.28,0.25,0.62,0.02,0.22,0.76,0.76,97.42,16.8,27.05,24.8,16.34,15.01
Sauk County,Wisconsin,49.42,50.58,7.83,19.61,7.13,11.75,16.41,13.84,8.97,7.03,7.45,97.37,0.26,0.87,0.26,0.02,0.59,0.64,1.7,96.41,25.9,34.83,23.16,9.13,6.98
Sawyer County,Wisconsin,50.44,49.56,6.72,18.67,5.41,8.72,15.18,14.67,12.69,10.22,7.71,81.72,0.31,16.07,0.3,0.02,0.35,1.23,0.9,81.39,38.64,32.13,17.72,5.91,5.6
Shawano County,Wisconsin,49.95,50.05,7.48,19.45,6.59,10.91,15.66,12.79,10.29,8.44,8.39,91.61,0.22,6.26,0.33,0.04,0.31,1.22,1,91.24,30.2,36.37,19.99,8.2,5.24
Sheboygan County,Wisconsin,50.16,49.84,7.78,19.21,8.14,11.86,16.78,13.72,8.54,6.74,7.22,92.71,1.09,0.36,3.28,0.02,1.46,1.07,3.36,91.11,22.14,32.68,26.22,11.2,7.77
Taylor County,Wisconsin,50.64,49.36,7.26,21.37,7.08,10.55,16.78,12.96,8.79,7.34,7.86,98.71,0.09,0.19,0.23,0,0.19,0.59,0.65,98.28,30.41,34.02,22.26,8.11,5.2
Trempealeau County,Wisconsin,50.08,49.92,7.51,19.19,6.52,11.34,15.92,13.65,9.45,7.52,8.9,98.81,0.13,0.17,0.13,0.01,0.29,0.47,0.89,98.28,31.21,35.59,21.76,6.94,4.51
Vernon County,Wisconsin,49.43,50.57,7.97,21.05,6.02,9.19,15.24,13.74,9.8,8.18,8.81,98.81,0.06,0.15,0.21,0.01,0.27,0.48,0.66,98.44,35.59,35.8,18.55,6,4.06
Vilas County,Wisconsin,49.77,50.23,5.28,16.47,4.58,8.1,14.32,14.2,14.25,13.08,9.71,89.69,0.2,9.08,0.18,0.01,0.19,0.65,0.86,89.22,35.39,35.19,17.78,6.45,5.18
Walworth County,Wisconsin,49.73,50.27,7.21,18.84,13.04,10.82,15.61,13.11,8.65,6.45,6.28,94.49,0.84,0.23,0.65,0.03,2.62,1.14,6.54,91.11,23.3,31.04,24.07,11.64,9.94
Washburn County,Wisconsin,50.33,49.67,6.24,18.96,5.14,8.72,15.29,14.84,12.31,9.7,8.8,97.27,0.17,1.01,0.19,0.02,0.12,1.22,0.89,96.68,35.27,36.9,17.15,5.83,4.85
Washington County,Wisconsin,49.88,50.12,8.19,19.8,6.88,12.09,18.42,14.49,8.88,5.87,5.38,97.69,0.4,0.25,0.57,0.03,0.4,0.66,1.3,96.92,14.55,27.19,27.91,15.53,14.82
Waukesha County,Wisconsin,49.2,50.8,7.79,19.84,6.43,10.77,18.07,15.65,9.41,6.5,5.54,95.77,0.73,0.22,1.49,0.02,0.87,0.9,2.63,94.22,13.15,23.46,24.72,17.18,21.5
Waupaca County,Wisconsin,50.06,49.94,7.35,19.73,6.65,10.68,16.23,13.53,9.16,7.76,8.92,97.93,0.17,0.42,0.27,0.01,0.54,0.66,1.38,97.22,28.84,33.15,23.06,8.89,6.07
Waushara County,Wisconsin,50.4,49.6,6.21,18.66,5.39,8.77,15.44,14.22,12.06,10.73,8.51,96.8,0.27,0.31,0.35,0.03,1.36,0.89,3.66,94.75,30.36,37.05,20.92,6.84,4.83
Winnebago County,Wisconsin,49.85,50.15,7.23,18.2,11.54,12.34,16.67,13.29,8.19,6.29,6.25,94.92,1.12,0.46,1.84,0.02,0.72,0.92,1.96,93.87,24.08,32.52,24.5,10.92,7.99
Wood County,Wisconsin,49.01,50.99,7.39,19.71,7.33,10.88,16.44,13.78,9.11,7.31,8.04,96.43,0.27,0.7,1.61,0.01,0.3,0.69,0.94,95.87,27.55,32.35,23.8,8.87,7.43
Albany County,Wyoming,51.63,48.37,6.11,14.94,27.66,12.23,11.71,12.32,6.77,4.39,3.87,91.32,1.11,0.95,1.7,0.06,2.65,2.22,7.49,87.47,44.96,27.35,15.8,6.52,5.36
Big Horn County,Wyoming,50.04,49.96,8.33,22.11,6.33,8.79,13,13.95,10.7,8.38,8.42,94.03,0.11,0.75,0.21,0.07,3.37,1.46,6.17,91.85,36.99,37.45,15.69,6.05,3.82
Campbell County,Wyoming,51.36,48.64,8.88,23.85,9.11,11.54,19.41,15.64,6.31,3.23,2.03,96.06,0.15,0.93,0.32,0.09,1.12,1.34,3.53,94.07,20.75,29.73,26.36,14.53,8.63
Carbon County,Wyoming,53.56,46.44,6.9,18.82,8.1,10.31,16.92,16.48,10.2,6.82,5.46,90.11,0.67,1.27,0.67,0.06,5.17,2.05,13.83,82.43,34.19,32.86,20.04,7.05,5.86
Converse County,Wyoming,49.84,50.16,7.86,22.17,6.38,10.1,17.11,16.12,9.23,6.53,4.5,94.72,0.15,0.91,0.27,0.02,2.46,1.47,5.48,91.87,31.66,29.75,23.98,8.54,6.07
Crook County,Wyoming,50.6,49.4,6.34,22.1,5.67,7.73,16.24,15.56,11.62,8.39,6.35,97.86,0.05,1.02,0.07,0,0.25,0.75,0.92,97.32,36.47,30.88,17.61,8.89,6.16
Fremont County,Wyoming,49.55,50.45,7.85,21.27,7.63,9.75,15.19,14.84,10.21,7.57,5.69,76.49,0.12,19.68,0.3,0.03,1.16,2.21,4.37,74.55,37.64,35.29,16.08,6,4.98
Goshen County,Wyoming,49.72,50.28,6.76,19.26,8.39,9.11,14.36,13.98,10.82,8.44,8.88,93.83,0.2,0.86,0.2,0.12,3.65,1.14,8.83,89.11,41.25,31.91,17.13,6.14,3.57
Hot Springs County,Wyoming,48.1,51.9,5.59,18,5.28,7.52,14.87,15.06,13.64,10.1,9.93,95.96,0.35,1.52,0.25,0,0.63,1.29,2.38,94.51,40.34,32.74,15.12,7.61,4.2
Johnson County,Wyoming,49.13,50.87,6.36,19.25,4.98,8.88,13.84,16.25,12.42,9.65,8.37,97.03,0.08,0.64,0.11,0,0.55,1.58,2.09,95.7,34.39,34.45,19.52,5.89,5.75
Laramie County,Wyoming,50.22,49.78,7.99,19.14,9.48,12.96,16.27,14.08,8.63,6.14,5.32,88.92,2.6,0.85,0.95,0.11,4,2.57,10.9,83.2,28.68,34.75,20.17,9.92,6.48
Lincoln County,Wyoming,50.5,49.5,8.17,24.57,6.13,9,15.61,14.56,9.61,6.88,5.47,97.15,0.1,0.57,0.23,0.05,0.71,1.19,2.16,96.08,25.68,37.15,21.64,10.22,5.31
Natrona County,Wyoming,49.41,50.59,7.81,19.87,9.63,10.86,15.83,14.72,8.62,7.09,5.57,94.15,0.76,1.03,0.42,0.04,1.92,1.68,4.9,91.72,32.01,33.66,19.47,8.53,6.34
Niobrara County,Wyoming,48.77,51.23,5.61,18.36,5.36,8.72,16.58,14.37,12.26,10.26,8.48,98.05,0.12,0.5,0.12,0,0.5,0.71,1.5,97.09,43.01,32.84,13.59,6.55,4.01
Park County,Wyoming,48.72,51.28,6.59,19.59,8.21,8.92,15.45,15.96,10.77,7.55,6.95,96.46,0.09,0.47,0.44,0.05,1.41,1.08,3.72,94.45,33.18,35.4,18.39,7.72,5.31
Platte County,Wyoming,49.35,50.65,6.53,20.4,5.97,8.56,14.7,15.78,11.49,8.53,8.03,96.18,0.16,0.5,0.17,0.02,1.69,1.27,5.28,92.89,35.96,32.32,19.09,7.35,5.28
Sheridan County,Wyoming,48.95,51.05,6.37,19.28,7.56,9.04,15.15,16.67,10.41,7.82,7.7,95.88,0.18,1.27,0.38,0.12,0.82,1.34,2.43,94.59,36.64,30.98,17.7,7.74,6.94
Sublette County,Wyoming,51.06,48.94,6.89,19.95,5.76,9.41,17.25,17.72,11.01,7.21,4.8,97.48,0.2,0.49,0.24,0.08,0.52,0.98,1.89,96.44,28.92,35.37,20.36,8.18,7.17
Sweetwater County,Wyoming,50.58,49.42,8.15,22.57,9.51,10.74,17.31,15.82,7.89,4.25,3.75,91.62,0.73,1.01,0.64,0.04,3.59,2.37,9.42,86.87,23.89,29.53,25.79,12.53,8.26
Teton County,Wyoming,53.33,46.67,6.26,14.63,11.31,17.73,18.1,16.65,8.39,4.41,2.51,93.59,0.15,0.53,0.54,0.03,3.93,1.22,6.49,91.33,17.38,27.98,24.85,11.03,18.76
Uinta County,Wyoming,50.93,49.07,9.76,25.71,8.1,10.77,17.25,14.54,6.88,4.04,2.94,94.32,0.11,0.87,0.27,0.07,2.86,1.5,5.34,92.24,26.27,30.07,27.66,10.91,5.08
Washakie County,Wyoming,49.85,50.15,7.15,21.57,5.85,9.04,15.22,14.8,10.48,8.26,7.61,90.22,0.11,0.55,0.74,0,6.21,2.17,11.47,86.17,35.64,34.94,14.63,7.44,7.35
Weston County,Wyoming,50.77,49.23,6.07,19.97,6.32,9.03,16.36,15.94,10.72,7.95,7.65,95.94,0.12,1.26,0.2,0.02,0.93,1.54,2.06,94.79,36.43,33.7,17.57,6.85,5.45
Adjuntas Municipio,Puerto Rico,48.94,51.06,9.08,24.81,10.75,11.33,13.21,11.76,8.64,5.68,4.74,95.15,1.2,0.16,0.01,0,1.97,1.5,99.66,0.32,83.82,12.6,1.28,0.91,1.39
Aguada Municipio,Puerto Rico,49.02,50.98,9.36,22.28,11.16,12.76,15.34,12.19,8.22,5.14,3.55,88.67,3.59,0.16,0.08,0.02,4.7,2.77,99.3,0.58,79.98,15.26,2.7,1.06,1.01
Aguadilla Municipio,Puerto Rico,49.03,50.97,8.85,20.28,11.14,12.49,13.34,12.52,9.73,6.84,4.8,83.61,4.95,0.19,0.23,0.02,8.17,2.82,98.12,1.5,75.37,16.85,4.58,1.47,1.73
Aguas Buenas Municipio,Puerto Rico,49.16,50.84,9.52,21.56,11.53,11.95,14.11,12.46,8.97,5.66,4.25,82.97,5.69,0.33,0.21,0.08,8.2,2.51,99.31,0.55,73.82,18.85,3.97,1.62,1.73
Aibonito Municipio,Puerto Rico,48.78,51.22,9.04,23.33,10.08,12.18,14.55,11.78,8.32,5.81,4.92,88.61,4.5,0.25,0.04,0,4.54,2.05,99.47,0.46,74.59,19.22,3.81,1.22,1.15
Arecibo Municipio,Puerto Rico,48.48,51.52,8.74,19.41,10.72,12.86,12.99,12.33,10.24,7.24,5.47,88.92,4.05,0.3,0.13,0.02,3.67,2.91,99.16,0.65,73.94,18.52,5.17,1.13,1.24
Arroyo Municipio,Puerto Rico,48.01,51.99,9.81,23.5,10.6,11.96,12.47,12.43,9.16,5.18,4.88,46.26,18.88,0.55,0.12,0.07,29.77,4.36,99.07,0.56,79.77,17,1.93,0.37,0.93
Barceloneta Municipio,Puerto Rico,48.76,51.24,10.47,20.72,10.77,13.75,11.98,12.27,9.11,6.22,4.7,81.08,5.69,0.23,0.1,0.01,10.16,2.71,99.42,0.45,77.69,17.53,3.01,0.57,1.2
Barranquitas Municipio,Puerto Rico,49.05,50.95,10.79,26.47,11.06,11.78,14.15,10.74,6.91,4.58,3.51,89,3.24,0.29,0.02,0.02,5.25,2.18,99.46,0.47,79.63,16.55,2.61,0.69,0.52
Cabo Rojo Municipio,Puerto Rico,48.21,51.79,8.85,18.32,9.79,13.15,12.15,12.76,11.2,8,5.79,88.62,2.94,0.25,0.06,0.03,4.71,3.39,99.05,0.8,74.22,18.15,4.41,1.5,1.72
Caguas Municipio,Puerto Rico,47.26,52.74,9.2,20.21,10.47,12.69,13.85,12.39,9.73,6.68,4.77,84.49,6.21,0.34,0.13,0.01,6.23,2.58,99.19,0.6,65.26,23.09,7.27,2.34,2.04
Camuy Municipio,Puerto Rico,48.91,51.09,9.77,21.1,10.99,13.36,13.39,12.36,8.67,5.67,4.7,91.69,2.26,0.13,0.21,0.05,3.67,1.99,99.21,0.68,77.16,16.88,3.34,1.57,1.05
Carolina Municipio,Puerto Rico,46.58,53.42,8.95,18.97,11.08,13.08,13.18,12.68,10.7,6.94,4.41,69.04,16.9,0.47,0.3,0.03,9.47,3.78,98.41,1.15,56.94,27.87,9.38,3.14,2.67
Cayey Municipio,Puerto Rico,48.66,51.34,9.14,21.1,10.94,12.23,13.62,12.4,9.11,6.44,5.02,88.18,3.87,0.19,0.14,0.05,5.49,2.08,99.31,0.54,73.55,19.65,3.98,1.42,1.4
Ceiba Municipio,Puerto Rico,50.31,49.69,10.15,20.13,12.28,16.05,13.86,10.24,8.6,5.03,3.66,67.35,12.99,0.45,1.24,0.14,13.1,4.72,81.29,12.42,70.44,21.34,5.5,1.13,1.59
Ciales Municipio,Puerto Rico,49.83,50.17,10.06,24.87,10.37,11.47,14.24,11.13,7.78,5.69,4.39,92.34,3.09,0.17,0.09,0.03,2.71,1.58,99.42,0.47,81.16,14.98,2.11,0.54,1.2
Cidra Municipio,Puerto Rico,49.31,50.69,9.59,22.98,11.25,12.57,14.75,12.27,8.02,4.77,3.79,82.67,4.09,0.24,0.13,0.03,10.37,2.47,99.38,0.47,67.96,21.24,6.66,1.71,2.43
Coamo Municipio,Puerto Rico,48.72,51.28,10.43,23.29,10.56,12.33,13.32,11.36,8.27,5.81,4.62,80.5,5.76,0.27,0.07,0.02,10.1,3.29,99.4,0.51,76.88,17.95,2.72,0.98,1.47
